Alphabet,Eponym,Eponym_easy,Eponym_easy_yr,Topic,Disease,Eponym_strip,Who,Who_B,Surname,Region_A1,RegionOfEponym_A1,Where,Author_1_Role,Operation,WhoNamedIt,Author_1,Year,Year_str,Sex_A1,CityOfEponym_A1,Lat_A1,Long_A1,Continent_A1,CountryOfEponym_A1,CountryOfEponym_easy,ISO_country_A1,Author_2,Sex_A2,Lat_A2,Long_A2,Class,Subclass,Type_bed_scar,Type_op_cut,Type_short,Type,Type_1,ExamSpec,ExamFav,Pubmed_results,Google_results,GxP,Log2_GxP,Log10_GxP,Societies,ICD11,PMID,Ref,journal,journal_short,journal_name,Journal_Spec,History,Description,WNI_link,Ref_site,Pubmed,Wiki_link,ICD11_link,TMS_link,Manufacturer,Eponymictionary
D,Doppler effect,Doppler effect,1842 - Doppler effect,Anaesthetics,,Doppler,Christian Doppler,**Christian Doppler**,Doppler,Prague,Prague,"**Prague, Czech Republic**",Physicist,,Yes,Christian Doppler,1842,**1842**,M,Prague,50.102167,14.388472,Europe,Czech Republic,Czech Republic,CZE,,,,,,,1,1,Instruments,Instruments,,,No,1888,1950000,3681600000,31.77768574,9.566036601,,No,,,,,,,,,https://www.whonamedit.com/synd.cfm/3686.html,,,https://en.wikipedia.org/wiki/Doppler_effect,,,,
D,Dor fundoplication,Dor fundoplication,1962 - Dor fundoplication,Oesophagogastric,"GORD,GERD,Reflux,Dyspepsia",Dor,Jacques Dor,**Jacques Dor**,Dor,Provence-Alpes-Côte d'Azur,Marseille,"**Marseille, France**",Doctor_Surgeon,"Antireflux surgery,Fundoplication,",No,Jacques Dor,1962,**1962**,M,Marseille,43.288915,5.400475,Europe,France,France,FRA,,,,,Oesophagogastric,Stomach,1,1,Operations,Operations,,"Oesophagogastric,All Specialties",Yes,183,23000,4209000,22.00504608,6.624178926,,No,,"Dor J, Humbert P, Dor V, Figarella J. **L'interet de la technique de Nissen modifiee dans la prevention du reflux apres cardiomyotomie extramuqueuse de Heller**. _Mem Acad Chir (Paris)_. 1962; 88: 877-883","Mem Acad Chir (Paris),Memoires. Academie de Chirurgie (France)",Mem Acad Chir (Paris),_Journal_: **Memoires. Academie de Chirurgie (France)** (Mem Acad Chir (Paris)),"Oesophagogastric,All",,The role of the modified Nissen procedure in the prevention of reflux following Heller's extramucosal cardiomyotomy,,,,,,,,
D,Dormia basket,Dormia basket,1982 - Dormia basket,"Urology,HPB","Urolithiasis,Gallstone Disease",Dormia,Enrico Dormia,**Enrico Dormia**,Dormia,Lecco,Lecco,"**Lecco, Italy**",Doctor_Surgeon,,No,Enrico Dormia,1982,**1982**,M,Lecco,45.8532,9.3901,Europe,Italy,Italy,ITA,,,,,Urology,Ureter,1,1,Instruments,Instruments,Abdomen,,No,278,31400,8729200,23.05741801,6.940974444,,No,,"Dormia E. **Dormia basket: standard technique, observations, and general concepts**. _Urology_. 1982; 20(4): 437",,,,,,,,,,,,,,
D,"Douglas, pouch of",Pouch of Douglas,1730 - Pouch of Douglas,"Colorectal,General Surgery,Gynaecology,Urology","Pelvic Pain,",Douglas,James Douglas,**James Douglas**,Douglas,England,London,"**London, England, UK**",Doctor_Obstetrician,"Appendicectomy,Rectal surgery",Yes,James Douglas,1730,**1730**,M,London,51.4265,-0.1755,Europe,UK,UK,GBR,,,,,Colorectal,Pelvis,1,1,Anatomy,Anatomy,Pelvis,"General Surgery,Colorectal,Gynaecology,All Specialties",Yes,541,155000,83855000,26.32139347,7.923528963,FRS,No,,,,,,"General Surgery,Colorectal,Gynaecology,All",,,https://www.whonamedit.com/synd.cfm/2937.html,,,https://en.wikipedia.org/wiki/Recto-uterine_pouch,,,,
D,Down syndrome,Down syndrome,1866 - Down syndrome,"Cardiothoracics,Paediatrics","Duodenal Atresia,Congenital Heart Disease",Down,John Langdon Down,**John Langdon Down**,Down,Redhill,Redhill,"**Redhill, England, UK**",Doctor_Physician,"Duodenal surgery,Cardiac surgery",Yes,John Langdon Down,1866,**1866**,M,Redhill,51.222778,-0.166944,Europe,UK,UK,GBR,,,,,General,General,1,1,Syndromes,Syndromes,,,No,30836,25700000,7.92E+11,39.52759304,11.89899116,,Yes,,,,,,,,,https://www.whonamedit.com/synd.cfm/322.html,,,https://en.wikipedia.org/wiki/Down_syndrome,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1624623908,,,
D,Doyen retractor,Doyen retractor,1908 - Doyen retractor,Oesophagogastric,,Doyen,Eugène-Louis Doyen,**Eugène-Louis Doyen**,Doyen,Paris,Paris,"**Paris, France**",Doctor_Surgeon,"Gastrectomy,Duodenal surgery",No,Eugène-Louis Doyen,1908,**1908** approximately,M,Paris,48.87432,2.28496,Europe,France,France,FRA,,,,,General,Instruments,1,1,Instruments,Instruments,,,No,3,33800,101400,16.62969813,5.006037955,,No,,,,,,,,,,,,,,,,
A,"Drummond, Marginal artery of",Marginal artery of Drummond,1914 - Marginal artery of Drummond,"Colorectal,Radiology","GI Bleeding,Ischaemic Colitis",Drummond,Hamilton Drummond,**Hamilton Drummond**,Drummond,England,Newcastle upon Tyne,"**Newcastle upon Tyne, England, UK**",Doctor_Surgeon,Colectomy,Wrong,Hamilton Drummond,1914,**1914**,M,Newcastle upon Tyne,54.97881,-1.61946,Europe,UK,UK,GBR,,,,,,,1,1,Anatomy,Anatomy,Abdomen,"Colorectal,All Specialties",Yes,362,17200,6226400,22.56996683,6.794237017,,No,,Drummond H. **Some points relating to the surgical anatomy of the arterial supply of the large intestine**. _Proc R Soc Med_. 1914; 7(Surg Sect): 185-193,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2003096/,https://pubmed.ncbi.nlm.nih.gov/19978404/,https://en.wikipedia.org/wiki/Marginal_artery_of_the_colon,,,,
D,Dunhill procedure,Dunhill procedure,1919 - Dunhill procedure,Endocrine,Thyrotoxicosis,Dunhill,Thomas Peel Dunhill,**Thomas Peel Dunhill**,Dunhill,Victoria,Melbourne,"**Melbourne, Victoria, Australia** - St Vincent's Hospital",Doctor_Surgeon,"Thyroid / Parathyroid surgery,Thyroidectomy",No,Thomas Peel Dunhill,1919,**1919**,M,Melbourne,-37.80731,144.97461,Oceania,Australia,Australia,AUS,,,,,(Para)thyroid,Endocrine,1,1,Operations,Operations,Neck,,No,20,5880,117600,16.84352853,5.070407322,,No,,Dunhill TP. **Some considerations on the operation for exophthalmic goitre**. _Br J Surg_. 1919; 7: 195-210,"Br J Surg,BJS,British Journal of Surgery",BJS,"_Journal_: **British Journal of Surgery** (BJS, Br J Surg)",,,,,,,,,,,
D,Dupuytren's contracture,Dupuytren's contracture,1834 - Dupuytren's contracture,"Orthopaedics,Plastics",,Dupuytren,Guillaume Dupuytren,**Guillaume Dupuytren**,Dupuytren,Paris,Paris,"**Paris, France**",Doctor_Surgeon,Hand surgery,Yes,Guillaume Dupuytren,1834,**1834**,M,Paris,48.85446,2.34853,Europe,France,France,FRA,,,,,General,Hand,1,1,Pathology,Pathology,Hand,"Orthopaedics,All Specialties,Plastics",Yes,2969,410000,1217290000,30.18102576,9.085394054,,Yes,,"Dupuytren G. **Permanent retraction of the fingers, produced by affection of the palmar fascia**. _Lancet_. 1834; 2: 222-225",,,,,,"First published in 1831, but reached international audience via 1834 publication in The Lancet",https://www.whonamedit.com/synd.cfm/1128.html,,,,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/160345690,,,
D,Duval procedure,Duval procedure,1954 - Duval procedure,HPB,"Chronic Pancreatitis,Inflammation",Duval,Merlin K DuVal,**Merlin K DuVal**,DuVal,New York,New York,"**The Bronx, New York, USA**",Doctor_Surgeon,Pancreatic surgery,No,Merlin K DuVal,1954,**1954**,M,New York,40.8448,-73.8648,North America,USA,USA,USA,,,,,Pancreas,Pancreas,1,1,Operations,Operations,,,,2,1710,3420,11.73978061,3.534026106,,No,13208131,DuVal MK Jr. **Caudal pancreatico-jejunostomy for chronic relapsing pancreatitis**. _Ann Surg_. 1954; 140(6): 775-785,"Ann Surg,Annals of Surgery",Ann Surg,_Journal_: **Annals of Surgery** (Ann Surg),,,"In 1954, Merlin DuVal Jr published in the Annals of Surgery an operative technique to treat chronic pancreatitis, described as a caudal pancreatico-jejunostomy.",,,https://pubmed.ncbi.nlm.nih.gov/13208131/,,,,,
D,Duvoux criteria,Duvoux criteria,2012 - Duvoux criteria,"HPB,Transplant","HCC,Hepatocellular Carcinoma",Duvoux,Christophe Duvoux,**Christophe Duvoux**,Duvoux,Île-de-France,Créteil,"**Créteil, France**",Doctor_Physician,"Liver surgery,Liver transplantation",,Christophe Duvoux,2012,**2012**,M,Paris,48.79733,2.45321,Europe,France,France,FRA,,,,,,,1,1,Scores,Scores,,"HPB,All Specialties,Transplant",Yes,20,46,920,9.845490051,2.963787827,,No,,"Duvoux C, Roudot-Thoraval F, Decaens T et al. **Liver transplantation for hepatocellular carcinoma: a model including α-fetoprotein improves the performance of Milan criteria**. _Gastroenterology_. 2012; 143(4): 986-994","Gastroenterology,",Gastroenterology,_Journal_: **Gastroenterology**,,,,,,https://pubmed.ncbi.nlm.nih.gov/22750200/,,,,,
E,Eckardt score,Eckardt score,1992 - Eckardt score,Oesophagogastric,Achalasia,Eckardt,Volker F Eckardt,**Volker F Eckardt**,Eckardt,Rhineland-Palatinate,Mainz,"**Mainz, Germany**",Doctor_Physician,Achalasia surgery,,Volker F Eckardt,1992,**1992**,M,Mainz,49.99349,8.24435,Europe,Germany,Germany,DEU,,,,,Oesophagogastric,Oesophagus,1,1,Scores,Scores,,,No,279,23400,6528600,22.63834222,6.814820061,,No,,"Eckardt VF, Aignherr C, Bernhard G. **Predictors of outcome in patients with achalasia treated by pneumatic dilation**. _Gastroenterology_. 1992; 103(6): 1732-1738",Gastroenterology,Gastroenterology,_Journal_: **Gastroenterology**,"Oesophagogastric,All",,,,https://www.gastrojournal.org/article/0016-5085(92)91428-7/pdf?referrer=https%3A%2F%2Fpubmed.ncbi.nlm.nih.gov%2F,,,,,,
E,Edmondson-Steiner grade,Edmondson-Steiner grade,1954 - Edmondson-Steiner grade,"HPB,Transplant","HCC,Hepatocellular Carcinoma",Edmondson-Steiner,Hugh A Edmondon & Paul E Steiner,**Hugh A Edmondon** & **Paul E Steiner**,Edmondson-Steiner,California,California,"**Los Angeles, California, USA**",Doctor_Pathologist,"Liver surgery,Liver transplantation",,Hugh A Edmondson,1954,**1954**,M,Los Angeles,34.06018,-118.20476,North America,USA,USA,USA,,,,,,,1,1,Scores,Scores,Abdomen,,No,112,13400,1500800,20.5173003,6.176322821,,No,,"Edmondson HA, Steiner PE. **Primary carcinoma of the liver: a study of 100 cases among 48,900 necropsies**. _Cancer_. 1954; 7(3): 462-503",,,,,,,,,,,,,,
E,Ehlers-Danlos syndrome,Ehlers-Danlos syndrome,1936 - Ehlers-Danlos syndrome,"Hernia,General Surgery,Orthopaedics,Plastics","Connective Tissue Disorders,Rectal Prolapse",Ehlers-Danlos,Frederick Parkes Weber,**Frederick Parkes Weber**,Ehlers Danlos,London,London,"**London, England, UK**",Doctor_Physician,"Ventral hernia repair,Incisional hernia repair,Joint replacement",Yes,Frederick Parkes Weber,1936,**1936**,M,London,51.6168,-0.4447,Europe,UK,UK,GBR,,,,,General,General,1,1,Syndromes,Syndromes,,"Hernia,Orthopaedics,All Specialties",Yes,4164,1560000,6495840000,32.59686895,9.812635319,,Yes,,Parkes Weber F. **Ehlers-Danlos Syndrome**. _Proc R Soc Med_. 1936; 30(1): 30-31],"Proc R Soc Med,Proceedings of the Royal Society of Medicine",Proc R Soc Med,_Journal_: **Proceedings of the Royal Society of Medicine** (Proc R Soc Med),,,,https://www.whonamedit.com/synd.cfm/2017.html,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2075738/,https://pubmed.ncbi.nlm.nih.gov/19990912/,https://en.wikipedia.org/wiki/Ehlers–Danlos_syndromes,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1122707206,,,
E,Epstein-Barr Virus,Epstein-Barr Virus,1964 - Epstein-Barr Virus,"General Surgery,Oesophagogastric,ENT",Infection,Epstein-Barr,Michael A Epstein,**Michael A Epstein** & **Yvonne M Barr**,Epstein,England,London,"**London, England, UK**",Doctor_Pathologist,,Yes,Michael A Epstein,1964,**1964**,M,London,51.5207,-0.1476,Europe,UK,UK,GBR,Yvonne Barr,F,,,General,General,1,1,Pathology,Pathology,,"Oesophagogastric,General Surgery,Neurosurgery,All Specialties",Yes,35270,9220000,3.25E+11,38.24248928,11.51213638,,Yes,,"Epstein MA, Achong BG, Barr YM. **Virus particles in cultured lymphoblasts from Burkitt's lymphoma**. _Lancet_. 1964; 1(7335): 702-703",Lancet,,,"Oesophagogastric,General Surgery,Neurosurgery,All",,,https://www.whonamedit.com/synd.cfm/3508.html,,https://pubmed.ncbi.nlm.nih.gov/14107961/,,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1627093972,,,
E,Erb's palsy,Erb's palsy,1874 - Erb's palsy,"Orthopaedics,Neurosurgery,Paediatrics,Plastics,Trauma","Palsy,Paralysis",Erb,Wilhelm Heinrich Erb,**Wilhelm Heinrich Erb**,Erb,Heidelberg,Heidelberg,"**Heideberg, Germany**",Doctor_Physician,,Yes,Wilhelm Heinrich Erb,1874,**1874**,M,Heidelberg,49.41931,8.67001,Europe,Germany,Germany,DEU,,,,,General,Brachial plexus,1,1,Pathology,Pathology,Axilla,"Neurosurgery,Paediatrics,Plastics,Orthopaedics,Trauma,All Specialties",Yes,254,195000,49530000,25.56179929,7.694868328,,Yes,,,,,,,,,,,,,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/64188025,,,
E,Eustachian tube,Eustachian tube,1562 - Eustachian tube,ENT,Hearing Loss,Eustachi,Bartoleomo Eustachi,**Bartoleomo Eustachi**,s,Rome,Rome,"**Rome, Italy**",Doctor_Anatomist,Base of skull surgery,Yes,Bartoleomo Eustachi,1562,**1562**,M,Rome,41.903333,12.515833,Europe,Italy,Italy,ITA,,,,,ENT,Ear,1,1,Anatomy,Anatomy,Ear,"ENT,Maxillofacial,Neurosurgery,All Specialties",Yes,4901,2010000,9851010000,33.1976245,9.99348076,,No,,,,,,,,,http://www.whonamedit.com/synd.cfm/1463.html,,,https://en.wikipedia.org/wiki/Eustachian_tube,,,,
E,Ewing sarcoma,Ewing sarcoma,1921 - Ewing sarcoma,Orthopaedics,"Sarcoma,Cancer - All",Ewing,James Ewing,**James Ewing**,Ewing,New York,New York,"**Manhattan, New York, USA** (Memorial Hospital which has since become known as Memorial Sloan Kettering Cancer Center)",Doctor_Physician,Amputation,Yes,James Ewing,1921,**1921**,M,New York,40.764094,-73.95684,North America,USA,USA,USA,,,,,,,1,1,Pathology,Pathology,Limbs,"Orthopaedics,All Specialties",Yes,10162,2080000,21136960000,34.29904885,10.32504253,,Yes,,Ewing J. **Diffuse endothelioma of bone**. _Proc NY Pathol Soc_. 1921; 21: 17-24,,,,,,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.3322/canjclin.22.2.95?sid=nlm%3Apubmed,https://www.whonamedit.com/synd.cfm/2367.html,,,https://en.wikipedia.org/wiki/Ewing%27s_sarcoma,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/458106328,,,
F,Fallopian tube,Fallopian tube,1561 - Fallopian tube,Gynaecology,"Ectopic Pregnancy,",Fallopian,Gabriele Falloppio,**Gabriele Falloppio**,Falloppio,Veneto,Padua,"**Padua, Veneto, Italy**",Doctor_Anatomist,"Appendicectomy,Colectomy,Salpingectomy,Oophorectomy,",Yes,Gabriele Falloppio,1561,**1561**,M,Padua,45.40679,11.87733,Europe,Italy,Italy,ITA,,,,,Gynaecology,Gynaecology,1,1,Anatomy,Anatomy,Pelvis,"General Surgery,Colorectal,Gynaecology,All Specialties",Yes,11199,3560000,39868440000,35.2145281,10.60062924,,No,,,,,,"General Surgery,Colorectal,Gynaecology,All","Bo Palace (anatomy hall), Padua university (5th oldest in the world). Professor at Padua (eventually). Also he named facial nerve canal after himself",,https://www.whonamedit.com/synd.cfm/2636.html,,,https://en.wikipedia.org/wiki/Fallopian_tube,,,,
F,"Fallot, Tetralogy of",Tetralogy of Fallot,1888 - Tetralogy of Fallot,"Cardiothoracics,Paediatrics",Congenital Heart Disease,Fallot,Étienne-Louis Arthur Fallot,**Étienne-Louis Arthur Fallot**,Fallot,Provence-Alpes-Côte d'Azur,Marseille,"**Marseille, France**",Doctor_Physician,Cardiac surgery,Yes,Étienne-Louis Arthur Fallot,1888,**1888**,M,Marseille,43.293522,5.357917,Europe,France,France,FRA,,,,,Cardiothoracics,Heart,1,1,Syndromes,Syndromes,Chest,"Cardiothoracics,Paediatrics,All Specialties",Yes,12446,1290000,16055340000,33.90233417,10.20561951,,Yes,,"Fallot ELA. **Contribution à l’anatomie pathologique de la maladie bleue (cyanose cardiaque)**. _Marseille Médical_. 1888, 25: 77-93",,,,,,,,,,,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/90973426,,,
F,Fanelli catheter,Fanelli catheter,2012 - Fanelli catheter,HPB,"Gallstone Disease,Jaundice",Fanelli,Robert D Fanelli,**Robert D Fanelli**,Fanelli,Massachusetts,Massachusetts,"**Pittsfield, Massachusetts, USA**",Doctor_Surgeon,Cholecystectomy,No,Robert D Fanelli,2012,**2012**,M,Pittsfield,42.459655,-73.249344,North America,USA,USA,USA,,,,,Biliary,Biliary,1,1,Instruments,Instruments,,,,1,655,655,9.355351096,2.8162413,,No,,,,,,,,,,,,,,,,
F,Felty's syndrome,Felty's syndrome,1924 - Felty's syndrome,HPB,Splenomegaly,Felty,Augustus Roi Felty,**Augustus Roi Felty**,Felty,Maryland,Maryland,"**Baltimore, Maryland, USA**",,Splenectomy,Yes,Augustus Roi Felty,1924,**1924**,M,Baltimore,39.296251,-76.591805,North America,USA,USA,USA,,,,,Spleen,Spleen,1,1,Syndromes,Syndromes,Abdomen,"General Surgery,HPB,All Specialties",Yes,885,98800,87438000,26.38175707,7.941700215,,No,,,,,,"General Surgery,HPB,All",,,https://www.whonamedit.com/synd.cfm/1774.html,,,https://en.wikipedia.org/wiki/Felty%27s_syndrome,,,,
F,Finney pyloroplasty,Finney pyloroplasty,1902 - Finney pyloroplasty,Oesophagogastric,"Obstruction,Gastric Outlet Obstruction,",Finney,John Miller Turpin Finney,**John Miller Turpin Finney**,,Maryland,Maryland,"**Baltimore, Maryland, USA**",Doctor_Surgeon,,No,John Miller Turpin Finney,1902,**1902**,M,Baltimore,39.328889,-76.620278,North America,USA,USA,USA,,,,,,,1,1,Operations,Operations,,,No,42,4010,168420,17.36170394,5.226393663,,No,,Finney JMT. **A new method of pyloroplasty**. _Johns Hopkins Bull_. 1902; 13: 155,"John Hopkins Bull,The John Hopkins Hospital Bulletin,",John Hopkins Bull,_Journal_: **The John Hopkins Hospital Bulletin** (John Hopkins Bull),,,,,,,,,,,
F,Finochietto retractor,Finochietto retractor,1936 - Finochietto retractor,"Oesophagogastric,Cardiothoracics",,Finochietto,Enrique Finochietto,**Enrique Finochietto**,Finochietto,Buenos Aires,Buenos Aires,"**Buenos Aires, Argentina**",Doctor_Surgeon,"Oesophagectomy,Esophagectomy",No,Enrique Finochietto,1936,**1936**,M,Buenos Aires,-34.6354,-58.3849,South America,Argentina,Argentina,ARG,,,,,Theatre,Retractor,1,1,Instruments,Instruments,,,,4,9470,37880,15.20914871,4.57840997,,No,,,,,,,,"A rib spreader, also known as Finochietto retractor, is a type of retractor specifically designed to separate ribs in thoracic surgery. Rack-and-pinion-type stainless steel rib spreaders (with a thumb-screw to lock it in place) were an innovation introduced by French surgeon Theodore Truffier in 1914. This was modified in 1936 by Argentinian surgeon Enrique Finochietto to have fenestrated blades (blades with ""windows"") and a hand-cranked lever to both separate the arms in a staged fashion and lock them in place at each stop. The Burford–Finochietto rib spreader has replaceable blades.[1] The Truffier and especially the Burford–Finochietto (and its variants) are ubiquitous in open thoracic surgery. Recently, a new intelligent, automated rib spreader in development demonstrated results superior to the Finochietto-style retractors. [Ref Wiki]",,,,https://en.wikipedia.org/wiki/Rib_spreader,,,,
F,Fisher's exact test,Fisher's exact test,1934 - Fisher's exact test,Academic,,Fisher,Ronald Fisher,**Ronald Fisher**,Fisher,London,London,"**London, England, UK**",Statistician,,No,Ronald Fisher,1934,**1934**,M,London,51.524778,-0.133583,Europe,UK,UK,GBR,,,,,,,1,1,Statistics,Statistics,,,No,17016,5710000,97161360000,36.49966363,10.98749359,,No,,,,,,,,,,,,https://en.wikipedia.org/wiki/Fisher%27s_exact_test,,,,
F,Fitz-Hugh-Curtis syndrome,Fitz-Hugh-Curtis syndrome,1934 - Fitz-Hugh-Curtis syndrome,"HPB,General Surgery,Emergency Surgery",,Fitz-Hugh-Curtis,Thomas Fitz-Hugh Jr & Arthur Hale Curtis,**Thomas Fitz-Hugh Jr** & **Arthur Hale Curtis**,Fitz-Hugh-Curtis,Pennsylvania,Pennsylvania,"**Philadelphia, Pennsylvania, USA**",Doctor_Physician,,Yes,Thomas Fitz-Hugh Jr,1934,**1934**,M,Philadelphia,39.94832,-75.19284,North America,USA,USA,USA,Arthur Hale Curtis,,,,Liver,Liver,1,1,Syndromes,Syndromes,Abdomen,"General Surgery,Emergency Surgery,All Specialties",Yes,232,38400,8908800,23.08679969,6.949819209,,No,,Fitz-Hugh T Jr. **Acute gonococcic peritonitis of the right upper quadrant in women**. _JAMA_. 1934; 102(25): 2094-2096,"JAMA,The Journal of the American Medical Association,",JAMA,_Journal_: **Journal of the American Medical Association** (JAMA),,,https://jamanetwork.com/journals/jama/fullarticle/251262,https://www.whonamedit.com/synd.cfm/3324.html,,,https://en.wikipedia.org/wiki/Fitz-Hugh–Curtis_syndrome,,,,
F,Fogarty catheter,Fogarty catheter,1961 - Fogarty catheter,Vascular,Thromboembolism,Fogarty,Thomas J Fogarty,**Thomas J Fogarty**,Fogarty,Ohio,Ohio,"**Cincinnati, Ohio, USA**",Doctor_Surgeon,Embolectomy,No,Thomas J Fogarty,1961,**1961**,M,Cincinnati,39.13763,-84.50201,North America,USA,USA,USA,,,,,,,1,1,Instruments,Instruments,,"Vascular,All Specialties",Yes,565,52000,29380000,24.80833106,7.468051791,,No,,,,,,,,,,,,https://en.wikipedia.org/wiki/Fogarty_embolectomy_catheter,,,,
F,Foley catheter,Foley catheter,1937 - Foley catheter,Urology,,Foley,Frederic Eugene Basil Foley,**Frederic Eugene Basil Foley**,Foley,Minnesota,Minnesota,"**St. Paul, Minnesota, USA**",Doctor_Surgeon,"Colectomy,Rectal surgery,Small bowel resection",Yes,Frederic Eugene Basil Foley,1937,**1937**,M,St. Paul,44.956194,-93.094251,North America,USA,USA,USA,,,,,Urology,Urology,1,1,Instruments,Instruments,,,,2448,1430000,3500640000,31.70497156,9.544147451,,No,,,,,,,,Foley described a self-retaining balloon catheter in 1929 [1] for achieving haemostasis after cystoscopic prostatectomy; he later modified the device for use in constant drainage of the bladder [2].<br><br>Can be useful in assessing size of small bowel lumen.<br><br>1) Foley F.E.B. Cystoscopic prostatectomy: a new procedure: preliminary report._ J Urol._ 1929; 21:289–306 <br>2) later paper,http://www.whonamedit.com/synd.cfm/3446.html,,,https://en.wikipedia.org/wiki/Foley_catheter,,,,
F,Forrest classification,Forrest classification,1974 - Forrest classification,"Oesophagogastric,Emergency Surgery",GI Bleeding,Forrest,John AH Forrest,**John AH Forrest**,Forrest,Scotland,Edinburgh,"**Edinburgh, Scotland, UK**",Doctor_Physician,Endoscopy,No,John AH Forrest,1974,**1974**,M,Edinburgh,55.9447,-3.1951,Europe,UK,UK,GBR,,,,,Oesophagogastric,Upper GI,1,1,Scores,Scores,,"Oesophagogastric,All Specialties",Yes,81,14000,1134000,20.11298921,6.054613055,,No,,"Forrest JAH, Finlayson NDC, Shearman DJC. **Endoscopy in gastrointestinal bleeding**. _Lancet_. 1974; 2(7877); 394-397","Lancet,The Lancet",Lancet,_Journal_: **The Lancet**,"Oesophagogastric,All",,,,,https://pubmed.ncbi.nlm.nih.gov/4136718/,https://en.wikipedia.org/wiki/Forrest_classification,,,,
F,Fournier's gangrene,Fournier's gangrene,1883 - Fournier's gangrene,"Urology,Emergency Surgery","Sepsis,Inflammation,Gangrene",Fournier's,Jean Alfred Fournier,**Jean Alfred Fournier**,Fournier,Île-de-France,Paris,"**Paris, France**",Doctor,Surgical debridement,Yes,Jean Alfred Fournier,1883,**1883**,M,Paris,48.866667,2.333333,Europe,France,France,FRA,,,,,Urology,Scrotum,1,1,Pathology,Pathology,,"General Surgery,Urology,All Specialties",Yes,1074,125000,134250000,27.00034685,8.127914294,,1B71.1,,Fournier JA. **Gangrene foudroyante de la verge**. _Sem Med_. 1883; 3: 345,"Sem Med,Semaine médicale",Sem Med,_Journal_: **Semaine médicale** (Sem Med),"General Surgery,Urology,All","It was first described by Baurienne in 1764 and is named after a French venereologist, Jean Alfred Fournier, following five cases he presented in clinical lectures in 1883. Ref Wikipedia","<p style=""text-align:justify"">Fournier gangrene is a type of necrotizing fasciitis or gangrene affecting the external genitalia or perineum.",https://www.whonamedit.com/synd.cfm/2521.html,,,https://en.wikipedia.org/wiki/Fournier_gangrene,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/270802913,,,
F,Fowler-Weir approach,Fowler-Weir approach,1900 - Fowler-Weir approach,"General Surgery,Emergency Surgery","Appendicitis,Inflammation,Sepsis,Abdominal Pain,",Fowler-Weir,George Ryerson Fowler,**George Ryerson Fowler** & **Robert Fulton Weir**,Fowler,New York,New York,"**Brooklyn, New York, USA** (Fowler) & **Manhattan, New York, USA** (Weir)",Doctor_Surgeon,Appendicectomy,No,George Ryerson Fowler,1900,**1900**,M,New York,40.6904,-73.9781,North America,USA,USA,USA,Robert Weir,M,,,Appendix,Appendix,1,Incisions,Incisions,Incisions,,,,1,776,776,9.599912842,2.889861721,,No,,Fowler GR. **A new and improved method of entering the abdominal cavity in the ileocaecal region**. _Med New_. 1900; 76:321-324  <br>Weir RF. **An improved operation for acute appendicitis or for quiescent cases with complications**. _Med News_. 1900; 76: 241-242,"Med News,Medical News",Med News,_Journal_: **Medical News** (Med News),,,"<p style=""text-align:justify"">Fowler died of appendicitis. Why was this new, what was reason for the FW approach?",,,,,,,,
F,Fox's sign,Fox's sign,1966 - Fox's sign,"HPB,General Surgery,Emergency Surgery","Acute Pancreatitis,Abdominal Pain,",Fox,John A Fox,**John A Fox**,Fox,London,London,"**London, England, UK** (St Stephen's Hospital, closed & demolished 1989. The new Chelsea and Westminster Hospital opened on this site in 1993)",Doctor_Surgeon,,Yes,John A Fox,1966,**1966**,M,London,51.48394,-0.18133,Europe,UK,UK,GBR,,,,,Pancreas,Pancreas,1,1,Signs,Signs,Groin,"General Surgery,HPB,All Specialties,",Yes,1,49300,49300,15.58930003,4.692846919,,No,,Fox JA. **A diagnostic sign of extraperitoneal haemorrhage**. _Br J Surg_. 1966; 53(3): 193-195,"Br J Surg,BJS,British Journal of Surgery,",BJS,"_Journal_: **British Journal of Surgery** (BJS, Br J Surg)",,,,http://www.whonamedit.com/synd.cfm/1975.html,,https://pubmed.ncbi.nlm.nih.gov/5907449/,https://en.wikipedia.org/wiki/Fox%27s_sign,,,,
F,Frantz tumour,Frantz tumour,1959 - Frantz tumour,HPB,Cystic Pancreatic Neoplasm,Frantz,Virginia Kneeland Frantz,**Virginia Kneeland Frantz**,Frantz,New York,New York,"**Manhattan, New York, USA** (Presbyterian Hospital)",Doctor_Pathologist,Pancreatic surgery,No,Virginia Kneeland Frantz,1959,**1959**,F,New York,40.842159,-73.942823,North America,USA,USA,USA,,,,,Pancreas,Pancreas,1,1,Pathology,Pathology,,,No,40,9850,394000,18.5878361,5.595496222,,No,,,,,,,,,,,,,,,,
